Country,Qualification,Work Type,Experience (Years),Job Title,Salary ($),Job Portal,Gender Preference,Job Posting Date,Job Posting Time,Company Size,Latitude,Longitude
Germany,B.Tech,Full time,13,AeroSpace Engineer,107638.3,Indeed,Female,2020-03-05,17:47,195746,49.72256098970446,9.11327583136138
Germany,B.Tech,Full time,4,AeroSpace Engineer,35105.18,Indeed,Female,2023-02-07,17:20,126841,53.41736959865389,6.128809564891756
Germany,B.Tech,Full time,12,Art Teacher,36633.23,Indeed,Female,2021-03-30,13:06,298465,49.91005852639971,11.749694803196833
Germany,B.Tech,Full time,9,Data Scientist,113636.06,Indeed,Female,2021-11-20,12:54,361061,50.472776941133354,8.704115419481417
Germany,B.Tech,Full time,9,Data Scientist,139866.97,Indeed,Female,2021-08-08,14:32,238943,50.42000568177235,12.186595615814493
India,B.Tech,Full time,3,AeroSpace Engineer,46959.14,Indeed,Female,2021-12-29,17:17,431606,20.164442477863794,80.91147332089095
Germany,B.Tech,Full time,12,Art Teacher,59764.13,Indeed,Female,2022-10-21,13:33,355518,52.537635768917745,9.975221432422808
Germany,B.Tech,Full time,9,Art Teacher,20196.56,Indeed,Female,2022-05-15,14:46,336243,51.71647058048904,10.62454459782737
India,B.Tech,Full time,3,Data Scientist,115969.51,Indeed,Female,2021-02-19,14:34,393801,26.553932724685126,89.38987936694117
Germany,B.Tech,Full time,6,Data Scientist,21649.0,Indeed,Female,2023-01-19,13:12,480444,53.586321334169924,14.45448282108405
Germany,B.Tech,Full time,20,Data Scientist,42057.09,Indeed,Female,2022-07-18,13:36,367999,51.684598581646,8.459987603630342
Germany,B.Tech,Full time,9,AeroSpace Engineer,116170.21,Indeed,Female,2022-03-06,16:39,85237,48.699908599360306,11.19386309840053
Germany,B.Tech,Full time,15,Data Scientist,132409.2,Indeed,Female,2020-09-06,13:42,440746,52.299119014100775,11.796710868182796
India,B.Tech,Full time,17,AeroSpace Engineer,109771.16,Indeed,Female,2023-04-14,15:06,430179,16.876741601556386,90.34193892832926
India,B.Tech,Full time,17,AeroSpace Engineer,13885.31,Indeed,Female,2022-12-07,16:43,236617,25.20076449279705,72.55654084902338
Germany,B.Tech,Full time,4,Art Teacher,145185.4,Indeed,Female,2020-10-04,13:45,143950,47.87706739100686,6.237377910611188
Germany,B.Tech,Full time,3,Art Teacher,120178.12,Indeed,Female,2023-01-20,17:50,178695,51.18450636089098,11.685117091448781
India,B.Tech,Full time,9,AeroSpace Engineer,41351.52,Indeed,Female,2021-04-19,17:00,182008,32.67669560136402,83.85071050752741
India,B.Tech,Full time,9,Data Scientist,34714.59,Indeed,Female,2022-06-24,16:21,396663,30.607903218553716,86.37719345676726
Germany,B.Tech,Full time,20,Data Scientist,147674.8,Indeed,Female,2023-02-11,13:55,167866,51.49774270734594,11.549646840569938
Germany,B.Tech,Full time,6,Art Teacher,35605.59,Indeed,Female,2022-04-28,14:06,289827,47.225939359673816,14.442159512288438
India,B.Tech,Full time,5,Art Teacher,87524.78,Indeed,Female,2021-01-10,15:14,92808,14.306991626185189,95.75905401769279
Germany,B.Tech,Full time,15,Art Teacher,77188.38,Indeed,Female,2021-07-17,16:23,498375,52.94553132732455,7.475990566664274
Germany,B.Tech,Full time,4,Art Teacher,81194.09,Indeed,Female,2020-10-03,16:59,335007,54.8603717399124,11.717348069781586
Germany,B.Tech,Full time,6,AeroSpace Engineer,149006.73,Indeed,Female,2021-08-29,17:53,244418,48.52783897647503,13.60087391300198
Germany,B.Tech,Full time,11,AeroSpace Engineer,56938.37,Indeed,Female,2021-10-19,13:51,206620,48.60671585554777,9.679057514522947
Germany,B.Tech,Full time,8,Data Scientist,103255.14,Indeed,Female,2023-06-16,17:39,83529,47.493898251359546,10.417112662807124
India,B.Tech,Full time,18,Data Scientist,111558.02,Indeed,Female,2020-08-18,17:51,321742,12.723032233856955,94.38726550855924
Germany,B.Tech,Full time,15,Data Scientist,140892.26,Indeed,Female,2020-03-14,13:54,445728,50.08444675594553,9.27240179817491
India,B.Tech,Full time,6,AeroSpace Engineer,109746.55,Indeed,Female,2023-07-14,17:17,252172,13.99486425298543,90.52416840723834
India,B.Tech,Full time,19,Art Teacher,54523.72,Indeed,Female,2021-01-10,16:28,450768,33.770093894360436,80.96906959477094
Germany,B.Tech,Full time,13,AeroSpace Engineer,105598.82,Indeed,Female,2022-02-06,14:15,141269,52.20208298713884,8.428610168555512
India,B.Tech,Full time,20,Data Scientist,127331.8,Indeed,Female,2020-10-07,15:32,409513,29.00808702949692,75.91236525919903
Germany,B.Tech,Full time,14,Art Teacher,86679.74,Indeed,Female,2021-03-28,12:53,408927,53.297971158403314,9.79875462928479
Germany,B.Tech,Full time,6,Data Scientist,100097.45,Indeed,Female,2022-12-28,15:28,448537,49.8961893724196,6.369544470442457
India,B.Tech,Full time,3,Data Scientist,14280.01,Indeed,Female,2020-03-21,13:53,378626,25.973186731094643,93.85512230996206
India,B.Tech,Full time,6,Data Scientist,37201.1,Indeed,Female,2020-11-21,14:07,105356,11.759575203603495,70.76499946894205
Germany,B.Tech,Full time,10,AeroSpace Engineer,13427.14,Indeed,Female,2020-09-29,13:40,246063,53.13010115426968,12.215976043528167
India,B.Tech,Full time,13,Art Teacher,105686.52,Indeed,Female,2022-05-26,12:42,319620,32.495687324374515,94.33285066735385
India,B.Tech,Full time,7,Art Teacher,10362.89,Indeed,Female,2023-04-21,14:28,141056,14.57183112819546,77.72900680618585
India,B.Tech,Full time,9,AeroSpace Engineer,60681.0,Indeed,Female,2021-04-04,17:42,213432,30.95824387227966,85.61732370042496
Germany,B.Tech,Full time,8,Art Teacher,95459.03,Indeed,Female,2023-04-03,14:31,399009,48.1420977954109,8.37163563185443
India,B.Tech,Full time,6,Data Scientist,42744.2,Indeed,Female,2021-11-28,14:30,141470,21.267309944260838,90.40633758164951
India,B.Tech,Full time,16,Art Teacher,146835.58,Indeed,Female,2021-09-08,16:51,245090,24.821283194097887,74.97909058411294
India,B.Tech,Full time,10,Data Scientist,135308.03,Indeed,Female,2021-07-08,16:46,158709,24.104722044259915,73.23354229152781
Germany,B.Tech,Full time,6,Art Teacher,124988.21,Indeed,Female,2020-01-10,13:35,318006,51.45229985365441,14.818909982795809
Germany,B.Tech,Full time,19,Art Teacher,27997.72,Indeed,Female,2021-09-28,17:17,461723,53.91393390590765,10.937124137573111
India,B.Tech,Full time,19,Art Teacher,80247.3,Indeed,Female,2022-03-10,17:03,373220,35.779311660071954,96.69128271399443
Germany,B.Tech,Full time,3,Art Teacher,140010.73,Indeed,Female,2021-01-31,17:22,450223,51.63770394448725,9.985509372372697
Germany,B.Tech,Full time,7,Art Teacher,21371.76,Indeed,Female,2023-01-29,17:26,198408,47.44300508129484,12.241160306894502
Germany,B.Tech,Full time,18,AeroSpace Engineer,46320.07,Indeed,Female,2021-04-19,17:54,132201,50.33231164236159,7.607525590000939
Germany,B.Tech,Full time,10,AeroSpace Engineer,109547.33,Indeed,Female,2021-01-01,15:06,121280,53.558408408690255,14.703497972920704
Germany,B.Tech,Full time,14,AeroSpace Engineer,18579.74,Indeed,Female,2021-08-26,17:22,476268,52.23912866088023,8.460942872889992
Germany,B.Tech,Full time,5,Data Scientist,18052.06,Indeed,Female,2023-03-31,16:34,328420,53.13026759809791,11.115168444981347
Germany,B.Tech,Full time,16,Art Teacher,84375.61,Indeed,Female,2023-01-29,14:30,357229,48.022085687859274,14.30707299056375
India,B.Tech,Full time,14,AeroSpace Engineer,100958.9,Indeed,Female,2021-06-28,14:20,129572,27.13510555265593,78.13144336192549
India,B.Tech,Full time,14,Art Teacher,138577.96,Indeed,Female,2021-06-29,17:03,354911,18.79908832340834,71.56232847933707
India,B.Tech,Full time,9,AeroSpace Engineer,123936.89,Indeed,Female,2022-01-20,12:07,92945,12.019218439270126,94.47048049100027
India,B.Tech,Full time,9,Data Scientist,48855.17,Indeed,Female,2023-04-19,15:05,254198,15.295767600930336,73.88669036543168
Germany,B.Tech,Full time,14,AeroSpace Engineer,85835.31,Indeed,Female,2020-12-14,15:11,384078,47.51592027045518,14.956522193251494
Germany,B.Tech,Full time,4,Data Scientist,52005.74,Indeed,Female,2021-12-05,17:33,188028,47.86678082892872,8.295685669015286
India,B.Tech,Full time,9,Data Scientist,91515.17,Indeed,Female,2020-02-28,17:06,300265,23.665552692757068,81.18746187880285
Germany,B.Tech,Full time,6,Data Scientist,57326.29,Indeed,Female,2022-10-11,14:01,99411,50.06405742062247,5.931113426396165
Germany,B.Tech,Full time,7,Art Teacher,123591.97,Indeed,Female,2020-09-07,17:28,141588,52.304122603455426,12.302681299877431
Germany,B.Tech,Full time,17,Art Teacher,60644.27,Indeed,Female,2022-08-01,13:33,439720,53.997561665724895,12.500859995672647
Germany,B.Tech,Full time,17,Data Scientist,67049.5,Indeed,Female,2022-06-22,15:19,367056,53.90503434317027,14.51597322752498
Germany,B.Tech,Full time,10,Art Teacher,65787.88,Indeed,Female,2023-05-28,14:04,360916,49.501577277731684,7.622602855118309
India,B.Tech,Full time,19,Data Scientist,19688.6,Indeed,Female,2021-12-20,14:19,390147,12.878850121477846,75.23377133610681
Germany,B.Tech,Full time,19,Data Scientist,32822.05,Indeed,Female,2020-07-29,16:39,88262,52.8795813656597,12.814089188985333
India,B.Tech,Full time,17,AeroSpace Engineer,85429.48,Indeed,Female,2022-06-23,15:10,361145,31.409608029723096,95.9348520152698
Germany,B.Tech,Full time,3,Data Scientist,19858.94,Indeed,Female,2020-11-26,14:02,170193,50.92714510407444,11.752507350367766
India,B.Tech,Full time,20,Data Scientist,111848.04,Indeed,Female,2022-04-21,12:49,255644,18.8503919647858,79.90772356927266
Germany,B.Tech,Full time,12,Data Scientist,119654.36,Indeed,Female,2021-02-09,13:01,369625,50.150773094151894,12.69267277861908
India,B.Tech,Full time,20,AeroSpace Engineer,118546.74,Indeed,Female,2020-08-10,16:53,106291,31.75564045420917,84.22596233789427
India,B.Tech,Full time,10,Art Teacher,18841.84,Indeed,Female,2023-03-23,15:46,118836,19.74996835899826,93.78921713144402
Germany,B.Tech,Full time,12,Art Teacher,144167.22,Indeed,Female,2023-02-01,17:55,382666,47.89956040799314,6.2955657788379655
Germany,B.Tech,Full time,14,AeroSpace Engineer,29225.2,Indeed,Female,2023-05-14,12:12,97571,53.88599151915349,11.867679994618115
Germany,B.Tech,Full time,5,Art Teacher,10635.11,Indeed,Female,2020-10-26,13:55,408533,49.96734943830741,12.078998564919267
India,B.Tech,Full time,5,Art Teacher,62868.23,Indeed,Female,2021-07-23,17:46,467515,31.511653739622197,79.7479315164212
Germany,B.Tech,Full time,5,AeroSpace Engineer,70304.3,Indeed,Female,2022-04-16,13:33,467098,51.82031887754612,13.05308876215836
India,B.Tech,Full time,3,Art Teacher,28998.77,Indeed,Female,2021-07-04,17:53,206001,14.549728898725629,82.14477411883504
India,B.Tech,Full time,11,Data Scientist,31783.84,Indeed,Female,2021-08-24,14:23,199236,31.90376354906639,87.51106778917189
Germany,B.Tech,Full time,16,AeroSpace Engineer,22223.0,Indeed,Female,2020-12-29,17:04,152960,52.66958927297205,8.91282438959049
Germany,B.Tech,Full time,17,Art Teacher,105593.8,Indeed,Female,2022-05-11,17:58,455156,48.106508358086494,11.295380421287131
India,B.Tech,Full time,5,AeroSpace Engineer,93587.66,Indeed,Female,2023-06-07,15:59,448062,32.10888846534176,78.07063094063378
India,B.Tech,Full time,7,Data Scientist,30765.68,Indeed,Female,2023-07-19,17:04,244747,26.76565637897525,69.54416981328603
India,B.Tech,Full time,14,AeroSpace Engineer,36453.86,Indeed,Female,2021-05-25,12:40,487084,35.5024777570946,87.52449619640527
Germany,B.Tech,Full time,20,Data Scientist,36530.35,Indeed,Female,2021-11-24,17:29,192107,53.93016062357743,14.659224730014977
Germany,B.Tech,Full time,16,Art Teacher,28515.46,Indeed,Female,2020-02-29,16:56,377258,50.61688521906512,7.665980290541471
Germany,B.Tech,Full time,5,Art Teacher,33529.13,Indeed,Female,2020-08-12,17:01,371882,50.68082667151259,11.053670233397632
India,B.Tech,Full time,3,Art Teacher,102745.72,Indeed,Female,2020-09-09,15:33,326482,17.169286729027437,71.89657097618493
Germany,B.Tech,Full time,7,AeroSpace Engineer,34524.2,Indeed,Female,2020-06-18,16:42,470048,51.12628207826795,10.005462126560651
India,B.Tech,Full time,18,Art Teacher,35875.71,Indeed,Female,2022-04-21,16:48,491286,11.54304404069285,86.01575566731546
Germany,B.Tech,Full time,18,AeroSpace Engineer,116099.11,Indeed,Female,2022-01-13,15:40,396749,52.2770741660913,8.663283316123481
India,B.Tech,Full time,18,AeroSpace Engineer,20881.76,Indeed,Female,2020-03-24,15:16,229406,18.192859347537436,73.16220603053539
India,B.Tech,Full time,12,Art Teacher,73677.97,Indeed,Female,2023-04-05,14:54,452898,17.198419671902823,88.21649668639236
Germany,B.Tech,Full time,6,Art Teacher,67082.42,Indeed,Female,2022-04-01,13:21,121155,48.60447954789757,8.178053886052567
Germany,B.Tech,Full time,17,AeroSpace Engineer,121217.36,Indeed,Female,2023-01-01,14:01,341906,48.68242296351594,6.510025318846577
Germany,B.Tech,Full time,8,AeroSpace Engineer,45977.33,Indeed,Female,2022-07-01,17:12,435864,49.82697507246727,15.021982972606867
Germany,B.Tech,Full time,8,Data Scientist,82950.7,Indeed,Female,2021-12-29,13:18,467990,48.30370849899708,14.522165003177872
Germany,B.Tech,Full time,15,Data Scientist,142737.92,Indeed,Female,2020-03-18,12:04,210919,53.19057714230289,10.932261689309332
Germany,B.Tech,Full time,19,AeroSpace Engineer,44767.3,Indeed,Female,2020-02-03,14:46,92294,50.816795709638356,9.79450325698686
Germany,B.Tech,Full time,12,Data Scientist,15683.61,Indeed,Female,2020-01-22,12:36,175435,50.05088301610001,14.081295575935318
India,B.Tech,Full time,5,Art Teacher,104870.85,Indeed,Female,2023-03-03,17:38,425707,22.032250873074393,81.1459066554713
Germany,B.Tech,Full time,19,Art Teacher,135298.17,Indeed,Female,2022-06-26,12:55,349381,52.444388026582445,15.028830381032748
India,B.Tech,Full time,4,Data Scientist,61413.79,Indeed,Female,2022-03-06,17:06,354630,23.90588217577512,77.77732311438373
Germany,B.Tech,Full time,16,Art Teacher,31179.16,Indeed,Female,2020-05-09,13:58,228130,53.44070327305499,12.785724412928431
Germany,B.Tech,Full time,8,Data Scientist,92369.64,Indeed,Female,2023-01-16,16:55,300117,51.56090983350888,13.760297626385196
India,B.Tech,Full time,5,Art Teacher,43304.79,Indeed,Female,2021-03-12,17:22,201605,20.005010224521328,94.92425130101157
India,B.Tech,Full time,4,Art Teacher,114462.59,Indeed,Female,2020-03-13,14:47,110292,11.274500322299112,92.26962927403449
India,B.Tech,Full time,17,AeroSpace Engineer,148995.48,Indeed,Female,2020-03-26,13:42,237885,34.700042582523984,85.3414310957287
Germany,B.Tech,Full time,6,Data Scientist,57606.98,Indeed,Female,2020-03-22,15:57,229053,47.4252739443534,7.724687347711622
India,B.Tech,Full time,6,Art Teacher,61745.28,Indeed,Female,2021-10-04,17:38,165384,14.043147910123707,76.09885756805843
India,B.Tech,Full time,3,Art Teacher,64084.06,Indeed,Female,2021-07-28,14:26,234378,24.756148152147126,96.03340280360278
Germany,B.Tech,Full time,18,Data Scientist,68856.06,Indeed,Female,2021-06-28,17:59,115158,48.83026600589622,9.274607982361955
India,B.Tech,Full time,5,Art Teacher,31728.14,Indeed,Female,2022-10-25,13:41,312430,37.08805405229117,80.45914183851633
India,B.Tech,Full time,18,Art Teacher,30491.22,Indeed,Female,2022-06-14,17:47,193927,14.341823112453612,71.79195754288064
India,B.Tech,Full time,4,Art Teacher,65304.2,Indeed,Female,2022-03-29,14:05,205751,17.130913612260276,87.47229492892342
Germany,B.Tech,Full time,10,AeroSpace Engineer,61031.28,Indeed,Female,2021-07-21,14:59,153153,54.821794893233154,8.943607036303357
India,B.Tech,Full time,13,Art Teacher,32711.13,Indeed,Female,2023-05-31,14:51,268990,25.43474153239456,82.91749987971403
India,B.Tech,Full time,8,Data Scientist,109403.96,Indeed,Female,2021-06-19,15:13,389266,32.83312207916951,84.01280871209934
India,B.Tech,Full time,16,Data Scientist,43394.99,Indeed,Female,2022-12-24,16:37,317213,33.165351358297414,74.00574451729435
Germany,B.Tech,Full time,11,Data Scientist,129786.99,Indeed,Female,2020-04-08,13:34,403164,49.410855458128104,6.94845877325368
Germany,B.Tech,Full time,13,AeroSpace Engineer,110892.36,Indeed,Female,2023-02-08,17:00,447538,49.279126948667965,7.1613247405715
Germany,B.Tech,Full time,20,AeroSpace Engineer,103133.02,Indeed,Female,2021-10-27,17:19,175865,52.91825167980908,6.483596438458288
India,B.Tech,Full time,13,AeroSpace Engineer,121110.04,Indeed,Female,2021-07-19,15:27,395391,24.45505533533153,78.22197801321755
Germany,B.Tech,Full time,9,Art Teacher,125649.13,Indeed,Female,2020-11-18,14:40,381586,47.504228871043615,11.881981597858939
Germany,B.Tech,Full time,5,AeroSpace Engineer,65422.76,Indeed,Female,2023-01-01,17:23,325255,50.91775763348356,11.998066092126763
India,B.Tech,Full time,11,Art Teacher,131514.78,Indeed,Female,2022-06-15,14:33,317230,28.95617518502904,86.5070405454471
Germany,B.Tech,Full time,10,Art Teacher,139911.68,Indeed,Female,2022-10-04,14:52,469725,49.59725123841999,10.280469956250437
India,B.Tech,Full time,6,AeroSpace Engineer,108195.43,Indeed,Female,2022-11-27,15:03,171380,9.067507954922387,71.6281190952036
Germany,B.Tech,Full time,10,Art Teacher,55400.89,Indeed,Female,2022-06-04,12:15,289535,47.631144487018375,15.036879262431206
Germany,B.Tech,Full time,12,Data Scientist,53509.97,Indeed,Female,2020-11-15,14:28,348893,48.57626984760082,6.247738190373788
Germany,B.Tech,Full time,16,AeroSpace Engineer,52901.46,Indeed,Female,2021-12-11,16:53,108630,48.393702738367416,8.19044406501314
Germany,B.Tech,Full time,10,Art Teacher,104799.61,Indeed,Female,2022-10-10,17:36,348102,48.47986818809792,13.478725537687794
India,B.Tech,Full time,19,Art Teacher,17423.21,Indeed,Female,2022-04-26,12:44,459859,11.68726940750646,96.89672770712863
Germany,B.Tech,Full time,19,Data Scientist,52944.19,Indeed,Female,2021-04-26,14:32,490001,54.3223410993526,8.537317603686512
Germany,B.Tech,Full time,8,AeroSpace Engineer,76853.69,Indeed,Female,2020-11-25,16:36,345781,47.406037589087724,8.808585097875817
India,B.Tech,Full time,18,Art Teacher,126521.91,Indeed,Female,2023-06-07,14:17,141759,18.561070739138525,89.33565274989787
Germany,B.Tech,Full time,20,Art Teacher,42586.0,Indeed,Female,2021-06-29,17:29,361037,53.065157540235184,10.217907215723184
India,B.Tech,Full time,16,AeroSpace Engineer,51608.32,Indeed,Female,2021-10-09,15:16,205965,30.05618550475588,70.40852343692708
India,B.Tech,Full time,9,Art Teacher,86271.44,Indeed,Female,2020-06-29,12:36,497685,29.79057161946327,81.77629803125743
Germany,B.Tech,Full time,16,Data Scientist,20191.26,Indeed,Female,2020-04-24,17:45,460894,54.808856233787765,9.12291152019171
India,B.Tech,Full time,7,Data Scientist,139270.84,Indeed,Female,2021-07-28,13:16,282977,17.536577401354016,84.16773768888807
India,B.Tech,Full time,5,AeroSpace Engineer,99346.6,Indeed,Female,2020-07-24,17:59,300992,32.5506551669108,91.63030615915189
Germany,B.Tech,Full time,9,Data Scientist,74906.77,Indeed,Female,2020-06-22,12:12,417829,50.595437640361965,8.467932316624474
Germany,B.Tech,Full time,4,Art Teacher,62262.86,Indeed,Female,2021-03-02,17:35,459011,53.265897347433196,9.638328693449818
India,B.Tech,Full time,10,Art Teacher,114684.11,Indeed,Female,2021-02-08,14:50,391740,26.646665647869803,94.27391774789281
Germany,B.Tech,Full time,16,Data Scientist,50122.48,Indeed,Female,2020-06-11,12:30,173383,51.67983202099737,12.155864544536197
India,B.Tech,Full time,14,Art Teacher,65165.42,Indeed,Female,2023-03-25,14:40,201661,15.512834988047292,82.85838841732064
Germany,B.Tech,Full time,6,AeroSpace Engineer,141447.1,Indeed,Female,2022-09-14,12:04,218722,50.067009523402135,12.651487691740147
India,B.Tech,Full time,9,AeroSpace Engineer,131883.25,Indeed,Female,2023-05-06,14:14,306558,21.013269528328138,76.95026021993247
India,B.Tech,Full time,3,Data Scientist,89478.14,Indeed,Female,2022-12-20,15:18,456024,16.019301649776768,81.16363689667133
India,B.Tech,Full time,10,Data Scientist,16417.88,Indeed,Female,2021-12-07,13:45,276785,29.284457919129316,71.96247827106085
Germany,B.Tech,Full time,7,Data Scientist,94310.53,Indeed,Female,2020-05-03,12:48,283579,48.189507411735555,13.605044182887266
Germany,B.Tech,Full time,17,Art Teacher,55445.5,Indeed,Female,2021-03-10,13:30,96475,48.829244539448204,6.879258404766067
India,B.Tech,Full time,16,Art Teacher,104536.45,Indeed,Female,2020-11-19,17:13,439787,28.321420614452528,85.18458635165723
India,B.Tech,Full time,13,AeroSpace Engineer,146908.57,Indeed,Female,2021-10-22,14:10,431076,27.43761447409836,72.82386275045036
Germany,B.Tech,Full time,14,Data Scientist,87291.62,Indeed,Female,2022-01-01,15:12,155726,49.14794533166205,9.592390792375427
Germany,B.Tech,Full time,18,Art Teacher,84029.21,Indeed,Female,2022-02-07,12:58,82223,50.59236054694556,8.508082736894947
Germany,B.Tech,Full time,16,Art Teacher,23260.66,Indeed,Female,2023-02-18,16:53,350996,48.59039978940637,12.97127074373621
India,B.Tech,Full time,18,Data Scientist,130563.46,Indeed,Female,2020-07-17,16:09,238818,21.773778323633113,71.19668858132017
Germany,B.Tech,Full time,17,AeroSpace Engineer,50277.05,Indeed,Female,2022-06-16,13:23,92667,47.93934955762082,13.588685960067245
Germany,B.Tech,Full time,16,Data Scientist,44839.42,Indeed,Female,2022-04-21,16:21,163932,48.38631453831676,12.939938764616826
India,B.Tech,Full time,14,AeroSpace Engineer,28338.04,Indeed,Female,2020-09-04,14:53,401096,12.294442054245646,73.86769015982932
India,B.Tech,Full time,18,Data Scientist,64739.69,Indeed,Female,2021-08-08,13:09,315553,10.38622786346768,92.34181638708412
India,B.Tech,Full time,6,AeroSpace Engineer,93476.55,Indeed,Female,2021-04-22,15:37,386219,35.049735460544326,85.99550123622518
Germany,B.Tech,Full time,16,Art Teacher,105712.89,Indeed,Female,2022-12-29,14:04,304745,53.638461314661086,9.694740308032936
India,B.Tech,Full time,14,Data Scientist,72322.13,Indeed,Female,2021-11-03,13:37,243126,36.433796226329264,90.99519158141278
Germany,B.Tech,Full time,3,Art Teacher,76699.33,Indeed,Female,2023-02-01,16:58,410020,51.135726306161494,6.236006835022945
India,B.Tech,Full time,4,AeroSpace Engineer,118072.28,Indeed,Female,2020-06-27,13:43,279184,19.86991678309796,77.5693354663496
Germany,B.Tech,Full time,6,Data Scientist,33358.51,Indeed,Female,2020-02-12,12:23,464637,47.499176177715256,10.375381885564888
Germany,B.Tech,Full time,11,AeroSpace Engineer,72177.01,Indeed,Female,2022-10-08,13:36,221565,48.932682667417836,6.889308254248412
Germany,B.Tech,Full time,20,Art Teacher,129570.78,Indeed,Female,2020-10-17,13:27,276035,50.44566781792367,12.768093890954084
India,B.Tech,Full time,11,AeroSpace Engineer,108108.1,Indeed,Female,2023-03-31,17:21,384012,26.383941118699205,73.30426582138959
India,B.Tech,Full time,17,AeroSpace Engineer,51637.75,Indeed,Female,2022-08-22,14:44,319462,9.981655641726345,76.05504773624021
Germany,B.Tech,Full time,4,Art Teacher,22278.79,Indeed,Female,2020-08-19,15:31,355810,48.174599094318175,6.23027909293961
India,B.Tech,Full time,16,AeroSpace Engineer,62094.59,Indeed,Female,2022-01-15,15:26,296622,16.670978002928916,92.89065821359175
India,B.Tech,Full time,16,Art Teacher,88300.69,Indeed,Female,2022-08-24,16:59,89126,13.08942322388262,93.6718161669419
India,B.Tech,Full time,3,Art Teacher,14032.07,Indeed,Female,2022-03-05,12:34,83574,33.68480205647078,94.58491222614529
India,B.Tech,Full time,3,AeroSpace Engineer,33253.47,Indeed,Female,2022-12-31,17:49,162855,29.245625718125822,78.71921330368343
India,B.Tech,Full time,19,Data Scientist,128899.6,Indeed,Female,2020-02-12,15:47,490467,18.66793008237059,81.14094796260231
India,B.Tech,Full time,8,Art Teacher,27882.79,Indeed,Female,2023-07-09,13:22,354166,30.536488521714908,74.63647254330581
Germany,B.Tech,Full time,7,Art Teacher,89026.33,Indeed,Female,2021-09-02,16:05,348574,49.15204098445055,13.854535661202949
Germany,B.Tech,Full time,4,Art Teacher,73633.49,Indeed,Female,2022-03-11,13:28,256396,52.484239014980595,10.295786529838093
India,B.Tech,Full time,6,Art Teacher,59949.86,Indeed,Female,2022-11-12,13:19,234913,14.184975023539248,92.50438549219786
India,B.Tech,Full time,20,Data Scientist,145195.4,Indeed,Female,2021-04-30,13:36,345060,35.60469645423199,79.98002113832638
India,B.Tech,Full time,7,Data Scientist,60677.87,Indeed,Female,2020-12-02,15:26,169853,17.86146654493399,71.72316985412036
Germany,B.Tech,Full time,15,AeroSpace Engineer,98595.43,Indeed,Female,2020-10-05,17:52,246454,50.302721791005276,9.414984203497681
Germany,B.Tech,Full time,13,AeroSpace Engineer,25904.62,Indeed,Female,2020-12-28,16:56,294176,49.966184750842466,6.760454369925511
India,B.Tech,Full time,19,Art Teacher,101443.15,Indeed,Female,2021-05-13,16:44,409064,31.189035457731798,69.50099910593775
India,B.Tech,Full time,16,Art Teacher,136603.25,Indeed,Female,2021-01-14,13:35,245111,8.842301259571434,84.40028278532078
India,B.Tech,Full time,4,AeroSpace Engineer,120301.24,Indeed,Female,2022-03-07,13:59,371383,27.899822967819617,95.13904830313278
India,B.Tech,Full time,18,Data Scientist,71155.51,Indeed,Female,2022-02-10,15:40,379040,32.02105660636674,85.43279539356746
India,B.Tech,Full time,13,Data Scientist,64038.5,Indeed,Female,2022-11-10,13:52,214356,19.827731837695666,71.18282887116497
India,B.Tech,Full time,19,AeroSpace Engineer,132918.16,Indeed,Female,2020-03-16,16:08,120219,28.02958043819799,96.94163469920555
Germany,B.Tech,Full time,5,Data Scientist,54067.06,Indeed,Female,2021-11-09,16:00,475367,52.49461186496803,12.666696706762435
Germany,B.Tech,Full time,16,Data Scientist,66686.23,Indeed,Female,2020-09-05,15:15,388287,54.18260289467163,9.672259861919628
India,B.Tech,Full time,5,Art Teacher,132070.21,Indeed,Female,2023-04-28,17:15,163361,18.43000065913023,72.2794069674828
India,B.Tech,Full time,20,Data Scientist,137349.54,Indeed,Female,2021-07-15,17:48,222200,28.581766734635387,85.33148560536404
India,B.Tech,Full time,10,Data Scientist,123656.85,Indeed,Female,2020-03-06,12:11,318095,27.54523388403397,70.2983926260129
Germany,B.Tech,Full time,18,AeroSpace Engineer,98569.45,Indeed,Female,2022-01-31,17:53,187465,49.020971132195506,11.88745898169503
India,B.Tech,Full time,6,Data Scientist,99365.55,Indeed,Female,2020-11-08,12:58,360017,10.332054430681062,86.89549422021568
India,B.Tech,Full time,13,AeroSpace Engineer,87138.0,Indeed,Female,2021-11-12,17:40,106101,15.594795968944812,94.63423089098077
Germany,B.Tech,Full time,3,Art Teacher,96767.03,Indeed,Female,2023-02-26,12:32,323979,48.32696053103435,10.090145551955573
India,B.Tech,Full time,14,Data Scientist,57139.67,Indeed,Female,2020-10-25,16:16,245486,22.967188997142525,96.37941707696521
Germany,B.Tech,Full time,5,Data Scientist,77940.92,Indeed,Female,2020-05-03,14:05,200975,53.69400382587988,11.869133936712284
Germany,B.Tech,Full time,13,AeroSpace Engineer,24332.95,Indeed,Female,2023-05-04,14:50,107413,51.76505496709518,9.47362244628251
India,B.Tech,Full time,8,Data Scientist,126034.47,Indeed,Female,2021-10-12,15:21,498660,11.990693249974562,94.33961130929706
India,B.Tech,Full time,17,Data Scientist,21492.42,Indeed,Female,2021-11-10,12:16,437983,17.637363801697482,69.15230244041643
